Date,Time,Latitude,Longitude,Loop Count,Sweep Number,Channel Number,Channel Style,Block Status,Antenna Gain,Cable Loss,Channel RSSI,Adjusted Channel RSSI,RxLev,BSIC,C/I,HRTOA,Raw Messages,cellIdentity,mnc,mcc,LAC,C1,C2,Neighbor List,3G Neighbor List,EUTRA Neighbor List
9/22/2025,16:28:49:556,38.902569,-77.051355,250,8948,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:28:49:930,38.902581,-77.051355,251,8949,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:28:50:308,38.902594,-77.051355,252,8950,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:28:50:684,38.902606,-77.051355,253,8951,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:28:51:063,38.902612,-77.051351,254,8952,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:28:51:438,38.902618,-77.051348,255,8953,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:28:51:814,38.902624,-77.051345,0,8954,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:28:52:187,38.902631,-77.051341,1,8955,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:28:52:567,38.902638,-77.051336,2,8956,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:28:52:945,38.902639,-77.051336,3,8957,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:28:53:323,38.902641,-77.051336,4,8958,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:28:53:584,38.902643,-77.051336,5,8959,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:28:54:357,38.902643,-77.051336,6,8960,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:28:55:133,38.902643,-77.051336,7,8961,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:28:55:921,38.902643,-77.051336,8,8962,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:28:56:695,38.902643,-77.051336,9,8963,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:28:57:481,38.902643,-77.051336,10,8964,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:28:58:262,38.902643,-77.051336,11,8965,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:28:59:085,38.902643,-77.051336,12,8966,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:28:59:858,38.902643,-77.051336,13,8967,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:00:620,38.902643,-77.051336,14,8968,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:01:395,38.902643,-77.051336,15,8969,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:02:211,38.902643,-77.051336,16,8970,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:02:978,38.902643,-77.051336,17,8971,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:03:749,38.902643,-77.051336,18,8972,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:04:544,38.902643,-77.051336,19,8973,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:05:315,38.902643,-77.051336,20,8974,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:06:099,38.902643,-77.051336,21,8975,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:06:889,38.902643,-77.051336,22,8976,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:07:666,38.902643,-77.051336,23,8977,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:08:423,38.902643,-77.051336,24,8978,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:09:196,38.902643,-77.051336,25,8979,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:09:976,38.902643,-77.051336,26,8980,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:10:750,38.902643,-77.051336,27,8981,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:11:521,38.902643,-77.051336,28,8982,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:12:286,38.902643,-77.051332,29,8983,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:13:069,38.902643,-77.051327,30,8984,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:13:856,38.902643,-77.051327,31,8985,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:14:627,38.902643,-77.051327,32,8986,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:15:404,38.902643,-77.051327,33,8987,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:16:187,38.902643,-77.051327,34,8988,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:16:959,38.902643,-77.051327,35,8989,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:17:740,38.902643,-77.051327,36,8990,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:18:505,38.902643,-77.051327,37,8991,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:19:335,38.902643,-77.051327,38,8992,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:20:146,38.902643,-77.051327,39,8993,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:20:945,38.902643,-77.051327,40,8994,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:21:744,38.902643,-77.051327,41,8995,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:22:536,38.902643,-77.051327,42,8996,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:23:373,38.902643,-77.051327,43,8997,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:24:278,38.902643,-77.051327,44,8998,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:25:060,38.902643,-77.051327,45,8999,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:25:833,38.902643,-77.051318,46,9000,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:26:594,38.902643,-77.051318,47,9001,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:27:394,38.902643,-77.051318,48,9002,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:28:187,38.902643,-77.051318,49,9003,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:28:964,38.902643,-77.051318,50,9004,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:29:753,38.902643,-77.051318,51,9005,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:30:512,38.902647,-77.051318,52,9006,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:31:277,38.902647,-77.051318,53,9007,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:32:045,38.902647,-77.051318,54,9008,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:32:826,38.902647,-77.051318,55,9009,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:33:666,38.902647,-77.051318,56,9010,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:34:436,38.902647,-77.051318,57,9011,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:35:206,38.902647,-77.051318,58,9012,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:35:968,38.902647,-77.051318,59,9013,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:36:756,38.902647,-77.051318,60,9014,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:37:516,38.902656,-77.051318,61,9015,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:38:317,38.902672,-77.051318,62,9016,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:39:088,38.902688,-77.051318,63,9017,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:39:857,38.90272,-77.051309,64,9018,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:40:618,38.902762,-77.051309,65,9019,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:41:406,38.902787,-77.051309,66,9020,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:42:174,38.902812,-77.051309,67,9021,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:42:982,38.902867,-77.051318,68,9022,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:43:796,38.902927,-77.051327,69,9023,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:44:592,38.902986,-77.051336,70,9024,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:45:389,38.903016,-77.051336,71,9025,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:46:168,38.903046,-77.051336,72,9026,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:46:944,38.903101,-77.051336,73,9027,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:47:717,38.903165,-77.051336,74,9028,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:48:514,38.903225,-77.051336,75,9029,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:49:296,38.903254,-77.051336,76,9030,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:49:750,38.903284,-77.051336,77,9031,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:49:750,38.903295,-77.051336,78,9032,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:49:751,38.903306,-77.051336,79,9033,512,0,0,0,0,-96.49,-96.49,14,44,0.41,136,,,,,,,,,,
9/22/2025,16:29:49:751,38.903316,-77.051336,80,9034,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:49:751,38.903327,-77.051336,81,9035,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:50:124,38.903338,-77.051336,82,9036,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:50:493,38.903348,-77.051336,83,9037,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:50:871,38.903356,-77.051336,84,9038,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:50:872,38.903364,-77.051336,85,9039,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:50:872,38.903372,-77.051336,86,9040,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:50:872,38.90338,-77.051336,87,9041,512,0,0,0,0,-88.99,-88.99,22,44,0.06,144,,,,,,,,,,
9/22/2025,16:29:50:872,38.903388,-77.051336,88,9042,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:51:245,38.903396,-77.051336,89,9043,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:51:623,38.903403,-77.051336,90,9044,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:51:623,38.903413,-77.051336,91,9045,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:51:623,38.903422,-77.051336,92,9046,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:51:623,38.903431,-77.051336,93,9047,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:51:623,38.90344,-77.051336,94,9048,512,0,0,0,0,-94.34,-94.34,16,44,-0.59,136,,,,,,,,,,
9/22/2025,16:29:51:996,38.903449,-77.051336,95,9049,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:52:370,38.903458,-77.051336,96,9050,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:52:745,38.903468,-77.051336,97,9051,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:53:120,38.903502,-77.051336,98,9052,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:53:500,38.903536,-77.051336,99,9053,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:53:500,38.903546,-77.051336,100,9054,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:53:500,38.903555,-77.051336,101,9055,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:53:500,38.903564,-77.051336,102,9056,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:53:501,38.903573,-77.051336,103,9057,512,0,0,0,0,-99.64,-99.64,11,44,-1.08,136,,,,,,,,,,
9/22/2025,16:29:53:501,38.903582,-77.051336,104,9058,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:53:872,38.903591,-77.051336,105,9059,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:54:249,38.903601,-77.051336,106,9060,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:54:625,38.90361,-77.051336,107,9061,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:55:204,38.903644,-77.051336,108,9062,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:55:980,38.903678,-77.051336,109,9063,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:56:764,38.903747,-77.051336,110,9064,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:57:544,38.903821,-77.051327,111,9065,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:58:323,38.903853,-77.051327,112,9066,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:59:117,38.903885,-77.051327,113,9067,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:29:59:974,38.903953,-77.051327,114,9068,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:00:739,38.904018,-77.051318,115,9069,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:01:517,38.904077,-77.051318,116,9070,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:02:306,38.904109,-77.051318,117,9071,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:02:884,38.904141,-77.051318,118,9072,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:02:885,38.904148,-77.051318,119,9073,585,0,0,0,0,-101.93,-101.93,9,48,12.35,143,,,,,,,,,,
9/22/2025,16:30:02:885,38.904154,-77.051318,120,9074,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:02:885,38.904161,-77.051318,121,9075,585,0,0,0,0,-92.47,-92.47,18,48,-0.52,143,,,,,,,,,,
9/22/2025,16:30:02:886,38.904167,-77.051318,122,9076,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:03:262,38.904173,-77.051318,123,9077,585,0,0,0,0,-106.45,-106.45,4,48,8.77,144,,,,,,,,,,
9/22/2025,16:30:03:263,38.90418,-77.051318,124,9078,585,0,0,0,0,-99.58,-99.58,11,48,7.88,142,,,,,,,,,,
9/22/2025,16:30:03:263,38.904186,-77.051318,125,9079,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:03:263,38.904193,-77.051318,126,9080,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:03:263,38.904199,-77.051318,127,9081,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:03:638,38.904206,-77.051318,128,9082,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:03:638,38.904209,-77.051318,129,9083,585,0,0,0,0,-98.82,-98.82,12,48,1.79,143,,,,,,,,,,
9/22/2025,16:30:03:638,38.904213,-77.051318,130,9084,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:03:638,38.904217,-77.051318,131,9085,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:03:638,38.90422,-77.051318,132,9086,585,0,0,0,0,-104.51,-104.51,6,48,11.1,143,,,,,,,,,,
9/22/2025,16:30:04:008,38.904224,-77.051318,133,9087,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:04:008,38.904228,-77.051318,134,9088,585,0,0,0,0,-96.6,-96.6,14,48,10.78,143,,,,,,,,,,
9/22/2025,16:30:04:008,38.904231,-77.051318,135,9089,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:04:009,38.904235,-77.051318,136,9090,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:04:010,38.904239,-77.051318,137,9091,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:04:388,38.904242,-77.051318,138,9092,585,0,0,0,0,-94.97,-94.97,16,48,11.16,143,,,,,,,,,,
9/22/2025,16:30:04:388,38.904246,-77.051318,139,9093,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:04:389,38.90425,-77.051318,140,9094,585,0,0,0,0,-101,-101,9,48,6.82,143,,,,,,,,,,
9/22/2025,16:30:04:389,38.904253,-77.051318,141,9095,585,0,0,0,0,-103.3,-103.3,7,48,6.64,143,,,,,,,,,,
9/22/2025,16:30:04:389,38.904257,-77.051318,142,9096,585,0,0,0,0,-99.53,-99.53,11,48,0.71,143,,,,,,,,,,
9/22/2025,16:30:04:760,38.904261,-77.051318,143,9097,585,0,0,0,0,-105.84,-105.84,5,48,6.38,142,59061A99002C25CB1D5602086FE8342A410000FFB9000000(0002),,,,,,,688;583;732;513;690;584;734;966;689;687;810;515;731;585;512,,
9/22/2025,16:30:04:760,38.904267,-77.051317,144,9098,585,0,0,0,0,-99.98,-99.98,11,48,7.99,142,,,,,,,,,,
9/22/2025,16:30:04:761,38.904272,-77.051316,145,9099,585,0,0,0,0,-102.34,-102.34,8,48,14.15,144,,,,,,,,,,
9/22/2025,16:30:04:761,38.904278,-77.051315,146,9100,585,0,0,0,0,-104.52,-104.52,6,48,10.54,143,,,,,,,,,,
9/22/2025,16:30:04:761,38.904284,-77.051314,147,9101,585,0,0,0,0,-99.49,-99.49,11,48,6.49,144,,,,,,,,,,
9/22/2025,16:30:05:138,38.90429,-77.051313,148,9102,585,0,0,0,0,-99.33,-99.33,11,48,3.47,144,,,,,,,,,,
9/22/2025,16:30:05:139,38.904296,-77.051312,149,9103,585,0,0,0,0,-106.65,-106.65,4,48,6.94,142,,,,,,,,,,
9/22/2025,16:30:05:139,38.904302,-77.051311,150,9104,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:05:139,38.904308,-77.051311,151,9105,585,0,0,0,0,-104.74,-104.74,6,48,11.87,143,,,,,,,,,,
9/22/2025,16:30:05:139,38.904314,-77.05131,152,9106,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:05:502,38.90432,-77.051309,153,9107,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:05:880,38.90434,-77.051309,154,9108,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:06:258,38.90436,-77.051309,155,9109,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:06:630,38.90438,-77.051309,156,9110,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:06:630,38.904388,-77.051309,157,9111,585,0,0,0,0,-91.67,-91.67,19,48,6.58,144,,,,,,,,,,
9/22/2025,16:30:06:630,38.904397,-77.051309,158,9112,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:06:630,38.904405,-77.051309,159,9113,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:06:630,38.904414,-77.051309,160,9114,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:07:004,38.904422,-77.051309,161,9115,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:07:379,38.904431,-77.051309,162,9116,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:07:768,38.904439,-77.051309,163,9117,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:07:768,38.90445,-77.051309,164,9118,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:07:768,38.904461,-77.051309,165,9119,512,0,0,0,0,-100.56,-100.56,10,44,7.53,139,,,,,,,,,,
9/22/2025,16:30:07:768,38.904471,-77.051309,166,9120,512,0,0,0,0,-103.17,-103.17,7,44,-0.6,140,,,,,,,,,,
9/22/2025,16:30:07:768,38.904482,-77.051309,167,9121,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:08:144,38.904493,-77.051309,168,9122,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:08:522,38.904504,-77.051309,169,9123,512,0,0,0,0,-89.3,-89.3,21,44,6.7,139,,,,,,,,,,
9/22/2025,16:30:08:522,38.904508,-77.051309,170,9124,512,0,0,0,0,-95.73,-95.73,15,44,3.27,140,,,,,,,,,,
9/22/2025,16:30:08:522,38.904512,-77.051309,171,9125,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:08:522,38.904516,-77.051309,172,9126,512,0,0,0,0,-92.33,-92.33,18,44,2.4,140,,,,,,,,,,
9/22/2025,16:30:08:522,38.904521,-77.051309,173,9127,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:08:895,38.904525,-77.051309,174,9128,512,0,0,0,0,-91.54,-91.54,19,44,5.34,139,,,,,,,,,,
9/22/2025,16:30:08:896,38.904529,-77.051309,175,9129,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:08:896,38.904533,-77.051309,176,9130,512,0,0,0,0,-97.48,-97.48,13,44,11.87,140,,,,,,,,,,
9/22/2025,16:30:08:896,38.904538,-77.051309,177,9131,512,0,0,0,0,-86.49,-86.49,24,44,13.16,141,,,,,,,,,,
9/22/2025,16:30:08:896,38.904542,-77.051309,178,9132,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:09:267,38.904546,-77.051309,179,9133,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:09:267,38.904551,-77.051309,180,9134,512,0,0,0,0,-107.11,-107.11,3,44,3.93,139,,,,,,,,,,
9/22/2025,16:30:09:267,38.904555,-77.051309,181,9135,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:09:267,38.904559,-77.051309,182,9136,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:09:268,38.904563,-77.051309,183,9137,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:09:646,38.904568,-77.051309,184,9138,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:09:646,38.904573,-77.051308,185,9139,512,0,0,0,0,-98.67,-98.67,12,44,-2.01,140,,,,,,,,,,
9/22/2025,16:30:09:646,38.904579,-77.051307,186,9140,512,0,0,0,0,-102.73,-102.73,8,44,2.82,141,,,,,,,,,,
9/22/2025,16:30:09:646,38.904584,-77.051306,187,9141,512,0,0,0,0,-100.92,-100.92,10,44,9.78,141,,,,,,,,,,
9/22/2025,16:30:09:646,38.904589,-77.051305,188,9142,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:10:025,38.904595,-77.051305,189,9143,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:10:025,38.9046,-77.051304,190,9144,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:10:028,38.904606,-77.051303,191,9145,512,0,0,0,0,-95.8,-95.8,15,44,5.91,139,,,,,,,,,,
9/22/2025,16:30:10:028,38.904611,-77.051302,192,9146,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:10:028,38.904616,-77.051301,193,9147,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:10:390,38.904622,-77.0513,194,9148,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:10:766,38.904627,-77.0513,195,9149,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:11:140,38.904659,-77.0513,196,9150,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:11:514,38.904691,-77.0513,197,9151,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:11:514,38.904696,-77.0513,198,9152,512,0,0,0,0,-103.44,-103.44,7,44,14.15,140,,,,,,,,,,
9/22/2025,16:30:11:514,38.9047,-77.0513,199,9153,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:11:515,38.904704,-77.0513,200,9154,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:11:515,38.904709,-77.0513,201,9155,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:11:893,38.904713,-77.0513,202,9156,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:11:893,38.904717,-77.0513,203,9157,512,0,0,0,0,-90.17,-90.17,20,44,4.34,139,,,,,,,,,,
9/22/2025,16:30:11:894,38.904721,-77.0513,204,9158,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:11:894,38.904726,-77.0513,205,9159,512,0,0,0,0,-101.92,-101.92,9,44,4.49,141,,,,,,,,,,
9/22/2025,16:30:11:894,38.90473,-77.0513,206,9160,512,0,0,0,0,-93.38,-93.38,17,44,8.37,140,,,,,,,,,,
9/22/2025,16:30:12:271,38.904734,-77.0513,207,9161,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:12:271,38.904738,-77.0513,208,9162,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:12:271,38.904743,-77.0513,209,9163,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:12:271,38.904747,-77.0513,210,9164,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:12:271,38.904751,-77.0513,211,9165,512,0,0,0,0,-100.28,-100.28,10,44,3.95,139,,,,,,,,,,
9/22/2025,16:30:12:650,38.904756,-77.0513,212,9166,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:12:650,38.904763,-77.0513,213,9167,512,0,0,0,0,-92.37,-92.37,18,44,10.43,140,,,,,,,,,,
9/22/2025,16:30:12:650,38.90477,-77.0513,214,9168,512,0,0,0,0,-101.99,-101.99,9,44,6.29,140,,,,,,,,,,
9/22/2025,16:30:12:650,38.904777,-77.0513,215,9169,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:12:650,38.904784,-77.0513,216,9170,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:13:025,38.904792,-77.0513,217,9171,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:13:398,38.904799,-77.0513,218,9172,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:13:672,38.904806,-77.0513,219,9173,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:14:475,38.904852,-77.051309,220,9174,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:15:250,38.90487,-77.051309,221,9175,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:16:017,38.904889,-77.051309,222,9176,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:16:799,38.904916,-77.051309,223,9177,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:17:600,38.904934,-77.051309,224,9178,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:18:049,38.904934,-77.051309,225,9179,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:18:426,38.904934,-77.051309,226,9180,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:18:801,38.904934,-77.051309,227,9181,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:19:179,38.904937,-77.051309,228,9182,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:19:550,38.904939,-77.051309,229,9183,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:19:927,38.904939,-77.051309,230,9184,512,0,0,0,0,-84.79,-84.79,26,44,2.25,140,,,,,,,,,,
9/22/2025,16:30:19:927,38.904939,-77.051309,231,9185,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:19:927,38.904939,-77.051309,232,9186,512,0,0,0,0,-101.92,-101.92,9,44,2.59,140,,,,,,,,,,
9/22/2025,16:30:19:927,38.904939,-77.051309,233,9187,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:19:927,38.904939,-77.051309,234,9188,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:20:303,38.904939,-77.051309,235,9189,512,0,0,0,0,-102.64,-102.64,8,44,4.49,140,,,,,,,,,,
9/22/2025,16:30:20:304,38.904939,-77.051309,236,9190,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:20:304,38.904939,-77.051309,237,9191,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:20:304,38.904939,-77.051309,238,9192,512,0,0,0,0,-106.63,-106.63,4,44,-3.01,140,,,,,,,,,,
9/22/2025,16:30:20:311,38.904939,-77.051309,239,9193,,,,,,,,,,,,,,,,,,,,,
9/22/2025,16:30:20:677,38.904939,-77.051309,240,9194,,,,,,,,,,,,,,,,,,,,,
